Tue Sep  7 16:15:46 EDT 1999
Astronomical silicate, smoothed UV      
Computed by B.T.Draine (see Laor, A, & Draine, B.T. 1993 ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
7.943E+01 2.353E-04 6.402E-13 0.00E+00
7.499E+01 2.660E-04 8.063E-13 0.00E+00
7.079E+01 3.009E-04 1.015E-12 0.00E+00
6.683E+01 3.402E-04 1.279E-12 0.00E+00
6.310E+01 3.850E-04 1.609E-12 0.00E+00
5.957E+01 4.355E-04 2.025E-12 4.68E-07
5.623E+01 4.928E-04 2.547E-12 5.12E-07
5.309E+01 5.569E-04 3.202E-12 5.60E-07
5.012E+01 6.294E-04 4.023E-12 6.10E-07
4.732E+01 7.108E-04 5.052E-12 6.63E-07
4.467E+01 8.022E-04 6.341E-12 7.20E-07
4.217E+01 9.046E-04 7.953E-12 7.80E-07
3.981E+01 1.018E-03 9.951E-12 8.43E-07
3.758E+01 1.144E-03 1.245E-11 9.11E-07
3.548E+01 1.279E-03 1.560E-11 9.88E-07
3.350E+01 1.432E-03 1.956E-11 1.07E-06
3.162E+01 1.612E-03 2.451E-11 1.15E-06
2.985E+01 1.820E-03 3.067E-11 1.23E-06
2.818E+01 2.054E-03 3.823E-11 1.32E-06
2.661E+01 2.323E-03 4.767E-11 1.41E-06
2.512E+01 2.633E-03 5.950E-11 1.51E-06
2.371E+01 2.980E-03 7.356E-11 1.61E-06
2.239E+01 3.384E-03 9.099E-11 1.72E-06
2.113E+01 3.851E-03 1.110E-10 1.83E-06
1.995E+01 4.412E-03 1.339E-10 1.94E-06
1.884E+01 4.915E-03 1.499E-10 2.09E-06
1.778E+01 4.945E-03 1.538E-10 2.35E-06
1.679E+01 4.506E-03 1.549E-10 2.73E-06
1.585E+01 3.854E-03 1.677E-10 3.23E-06
1.496E+01 3.267E-03 2.074E-10 3.86E-06
1.413E+01 2.938E-03 2.978E-10 4.69E-06
1.334E+01 3.504E-03 4.608E-10 5.49E-06
1.259E+01 4.622E-03 6.661E-10 5.95E-06
1.189E+01 6.143E-03 9.217E-10 6.06E-06
1.122E+01 7.990E-03 1.225E-09 6.02E-06
1.059E+01 1.056E-02 1.626E-09 5.84E-06
1.000E+01 1.287E-02 1.829E-09 5.99E-06
9.441E+00 1.444E-02 1.865E-09 6.38E-06
8.913E+00 1.079E-02 1.004E-09 7.52E-06
8.414E+00 6.976E-03 4.923E-10 8.93E-06
7.943E+00 3.236E-03 2.184E-10 1.06E-05
7.499E+00 1.433E-03 4.638E-10 1.26E-05
7.079E+00 1.126E-03 9.530E-10 1.48E-05
6.683E+00 1.113E-03 1.523E-09 1.71E-05
6.310E+00 1.105E-03 2.209E-09 1.95E-05
5.957E+00 1.079E-03 3.066E-09 2.23E-05
5.623E+00 1.061E-03 4.158E-09 2.53E-05
5.309E+00 1.060E-03 5.550E-09 2.86E-05
5.012E+00 1.073E-03 7.327E-09 3.24E-05
4.732E+00 1.099E-03 9.570E-09 3.66E-05
4.467E+00 1.134E-03 1.242E-08 4.13E-05
4.217E+00 1.176E-03 1.601E-08 4.65E-05
3.981E+00 1.219E-03 2.055E-08 5.24E-05
3.758E+00 1.261E-03 2.629E-08 5.89E-05
3.548E+00 1.307E-03 3.355E-08 6.63E-05
3.350E+00 1.353E-03 4.268E-08 7.46E-05
3.162E+00 1.395E-03 5.420E-08 8.38E-05
2.985E+00 1.442E-03 6.878E-08 9.42E-05
2.818E+00 1.495E-03 8.721E-08 1.06E-04
2.661E+00 1.551E-03 1.105E-07 1.19E-04
2.512E+00 1.612E-03 1.398E-07 1.34E-04
2.371E+00 1.678E-03 1.766E-07 1.50E-04
2.239E+00 1.749E-03 2.232E-07 1.68E-04
2.113E+00 1.824E-03 2.817E-07 1.89E-04
1.995E+00 1.904E-03 3.554E-07 2.12E-04
1.884E+00 1.990E-03 4.483E-07 2.38E-04
1.778E+00 2.082E-03 5.652E-07 2.67E-04
1.679E+00 2.185E-03 7.123E-07 3.00E-04
1.585E+00 2.295E-03 8.978E-07 3.37E-04
1.496E+00 2.410E-03 1.131E-06 3.78E-04
1.413E+00 2.533E-03 1.425E-06 4.24E-04
1.334E+00 2.661E-03 1.794E-06 4.76E-04
1.259E+00 2.798E-03 2.259E-06 5.34E-04
1.189E+00 2.951E-03 2.845E-06 5.99E-04
1.122E+00 3.114E-03 3.582E-06 6.72E-04
1.059E+00 3.287E-03 4.510E-06 7.54E-04
1.000E+00 3.471E-03 5.677E-06 8.46E-04
9.441E-01 3.667E-03 7.147E-06 9.49E-04
8.913E-01 3.874E-03 8.998E-06 1.06E-03
8.414E-01 4.091E-03 1.133E-05 1.19E-03
7.943E-01 4.320E-03 1.428E-05 1.34E-03
7.499E-01 4.563E-03 1.799E-05 1.50E-03
7.079E-01 4.820E-03 2.267E-05 1.69E-03
6.683E-01 5.091E-03 2.857E-05 1.89E-03
6.310E-01 5.380E-03 3.602E-05 2.13E-03
5.957E-01 5.687E-03 4.545E-05 2.39E-03
5.623E-01 6.012E-03 5.737E-05 2.68E-03
5.309E-01 6.357E-03 7.245E-05 3.01E-03
5.012E-01 6.721E-03 9.158E-05 3.37E-03
4.732E-01 7.105E-03 1.159E-04 3.79E-03
4.467E-01 7.508E-03 1.467E-04 4.26E-03
4.217E-01 7.937E-03 1.860E-04 4.78E-03
3.981E-01 8.385E-03 2.360E-04 5.37E-03
3.758E-01 8.844E-03 2.999E-04 6.04E-03
3.548E-01 9.328E-03 3.819E-04 6.79E-03
3.350E-01 9.830E-03 4.871E-04 7.63E-03
3.162E-01 1.034E-02 6.233E-04 8.59E-03
2.985E-01 1.087E-02 7.995E-04 9.67E-03
2.818E-01 1.141E-02 1.029E-03 1.09E-02
2.661E-01 1.195E-02 1.330E-03 1.23E-02
2.512E-01 1.246E-02 1.731E-03 1.39E-02
2.371E-01 1.295E-02 2.266E-03 1.57E-02
2.239E-01 1.342E-02 3.005E-03 1.78E-02
2.113E-01 1.661E-02 4.054E-03 2.04E-02
1.995E-01 2.438E-02 5.513E-03 2.33E-02
1.884E-01 3.821E-02 7.568E-03 2.68E-02
1.778E-01 6.085E-02 1.050E-02 3.09E-02
1.679E-01 9.906E-02 1.473E-02 3.57E-02
1.585E-01 1.647E-01 2.082E-02 4.11E-02
1.496E-01 2.712E-01 2.875E-02 4.54E-02
1.413E-01 3.920E-01 3.649E-02 4.76E-02
1.334E-01 4.802E-01 4.536E-02 5.08E-02
1.259E-01 5.767E-01 5.768E-02 5.48E-02
1.189E-01 6.885E-01 7.434E-02 5.91E-02
1.122E-01 8.225E-01 9.705E-02 6.34E-02
1.059E-01 9.913E-01 1.293E-01 6.71E-02
1.000E-01 1.201E+00 1.665E-01 6.93E-02
9.441E-02 1.359E+00 1.987E-01 7.38E-02
8.913E-02 1.415E+00 2.081E-01 8.18E-02
8.414E-02 1.483E+00 2.523E-01 9.26E-02
7.943E-02 1.591E+00 3.063E-01 1.02E-01
7.499E-02 1.626E+00 3.464E-01 1.14E-01
7.079E-02 1.557E+00 3.598E-01 1.32E-01
6.683E-02 1.406E+00 3.553E-01 1.53E-01
6.310E-02 1.131E+00 3.110E-01 1.74E-01
5.957E-02 7.849E-01 2.052E-01 1.93E-01
5.623E-02 6.953E-01 1.388E-01 2.19E-01
5.309E-02 6.685E-01 1.238E-01 2.48E-01
5.012E-02 6.474E-01 1.162E-01 2.80E-01
4.732E-02 6.287E-01 1.121E-01 3.15E-01
4.467E-02 6.109E-01 1.096E-01 3.52E-01
4.217E-02 5.931E-01 1.078E-01 3.91E-01
3.981E-02 5.752E-01 1.061E-01 4.33E-01
3.758E-02 5.566E-01 1.044E-01 4.76E-01
3.548E-02 5.374E-01 1.024E-01 5.19E-01
3.350E-02 5.176E-01 1.002E-01 5.62E-01
3.162E-02 4.971E-01 9.754E-02 6.04E-01
2.985E-02 4.758E-01 9.447E-02 6.44E-01
2.818E-02 4.540E-01 9.103E-02 6.81E-01
2.661E-02 4.320E-01 8.721E-02 7.14E-01
2.512E-02 4.094E-01 8.277E-02 7.43E-01
2.371E-02 3.870E-01 7.746E-02 7.68E-01
2.239E-02 3.766E-01 7.399E-02 7.87E-01
2.113E-02 3.599E-01 7.074E-02 8.03E-01
1.995E-02 3.443E-01 6.574E-02 8.16E-01
1.884E-02 3.553E-01 6.551E-02 8.29E-01
1.778E-02 3.374E-01 6.573E-02 8.43E-01
1.679E-02 3.216E-01 6.341E-02 8.57E-01
1.585E-02 3.068E-01 6.043E-02 8.72E-01
1.496E-02 2.922E-01 5.719E-02 8.86E-01
1.413E-02 2.774E-01 5.335E-02 8.96E-01
1.334E-02 2.744E-01 4.946E-02 9.04E-01
1.259E-02 2.688E-01 4.908E-02 9.11E-01
1.189E-02 2.528E-01 4.729E-02 9.19E-01
1.122E-02 2.368E-01 4.168E-02 9.27E-01
1.059E-02 2.805E-01 3.988E-02 9.35E-01
1.000E-02 2.625E-01 4.605E-02 9.40E-01
9.441E-03 2.449E-01 4.576E-02 9.44E-01
8.913E-03 2.276E-01 4.389E-02 9.50E-01
8.414E-03 2.107E-01 4.140E-02 9.55E-01
7.943E-03 1.943E-01 3.853E-02 9.59E-01
7.499E-03 1.788E-01 3.469E-02 9.62E-01
7.079E-03 1.778E-01 3.449E-02 9.66E-01
6.683E-03 1.630E-01 3.261E-02 9.69E-01
6.310E-03 1.490E-01 3.041E-02 9.71E-01
5.957E-03 1.360E-01 2.815E-02 9.74E-01
5.623E-03 1.235E-01 2.589E-02 9.77E-01
5.309E-03 1.120E-01 2.368E-02 9.79E-01
5.012E-03 1.014E-01 2.159E-02 9.81E-01
4.732E-03 9.156E-02 1.962E-02 9.82E-01
4.467E-03 8.246E-02 1.776E-02 9.84E-01
4.217E-03 7.409E-02 1.602E-02 9.86E-01
3.981E-03 6.640E-02 1.441E-02 9.87E-01
3.758E-03 5.936E-02 1.291E-02 9.88E-01
3.548E-03 5.291E-02 1.151E-02 9.89E-01
3.350E-03 4.703E-02 1.021E-02 9.90E-01
3.162E-03 4.173E-02 9.017E-03 9.91E-01
2.985E-03 3.702E-02 7.942E-03 9.92E-01
2.818E-03 3.258E-02 6.876E-03 9.93E-01
2.661E-03 2.850E-02 5.863E-03 9.93E-01
2.512E-03 2.499E-02 4.770E-03 9.94E-01
2.371E-03 2.189E-02 2.814E-03 9.95E-01
2.239E-03 5.110E-02 3.994E-03 9.95E-01
2.113E-03 4.574E-02 4.088E-03 9.96E-01
1.995E-03 4.063E-02 3.910E-03 9.96E-01
1.884E-03 3.589E-02 3.510E-03 9.96E-01
1.778E-03 3.155E-02 2.999E-03 9.97E-01
1.679E-03 2.761E-02 1.857E-03 9.97E-01
1.585E-03 4.383E-02 2.888E-03 9.97E-01
1.496E-03 3.844E-02 2.696E-03 9.98E-01
1.413E-03 3.735E-02 2.752E-03 9.98E-01
1.334E-03 3.279E-02 2.601E-03 9.98E-01
1.259E-03 2.871E-02 2.394E-03 9.98E-01
1.189E-03 2.506E-02 2.184E-03 9.98E-01
1.122E-03 2.171E-02 1.972E-03 9.99E-01
1.059E-03 1.877E-02 1.765E-03 9.99E-01
1.000E-03 1.615E-02 1.546E-03 9.99E-01

1.5849E-02 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 2.187E-06 1.593E-16 0.00E+00
9.441E+02 2.454E-06 2.006E-16 0.00E+00
8.913E+02 2.754E-06 2.525E-16 0.00E+00
8.414E+02 3.090E-06 3.179E-16 0.00E+00
7.943E+02 3.467E-06 4.002E-16 0.00E+00
7.499E+02 3.891E-06 5.038E-16 0.00E+00
7.079E+02 4.366E-06 6.342E-16 0.00E+00
6.683E+02 4.899E-06 7.985E-16 0.00E+00
6.310E+02 5.498E-06 1.005E-15 0.00E+00
5.957E+02 6.169E-06 1.266E-15 0.00E+00
5.623E+02 6.923E-06 1.593E-15 0.00E+00
5.309E+02 7.769E-06 2.006E-15 0.00E+00
5.012E+02 8.719E-06 2.526E-15 0.00E+00
4.732E+02 9.785E-06 3.180E-15 0.00E+00
4.467E+02 1.098E-05 4.004E-15 0.00E+00
4.217E+02 1.233E-05 5.041E-15 0.00E+00
3.981E+02 1.384E-05 6.346E-15 0.00E+00
3.758E+02 1.553E-05 7.989E-15 0.00E+00
3.548E+02 1.744E-05 1.006E-14 0.00E+00
3.350E+02 1.957E-05 1.266E-14 0.00E+00
3.162E+02 2.196E-05 1.595E-14 0.00E+00
2.985E+02 2.466E-05 2.008E-14 0.00E+00
2.818E+02 2.769E-05 2.528E-14 0.00E+00
2.661E+02 3.110E-05 3.183E-14 0.00E+00
2.512E+02 3.494E-05 4.007E-14 0.00E+00
2.371E+02 3.924E-05 5.046E-14 0.00E+00
2.239E+02 4.407E-05 6.353E-14 0.00E+00
2.113E+02 4.950E-05 8.000E-14 0.00E+00
1.995E+02 5.561E-05 1.007E-13 0.00E+00
1.884E+02 6.250E-05 1.269E-13 0.00E+00
1.778E+02 7.025E-05 1.598E-13 0.00E+00
1.679E+02 7.898E-05 2.012E-13 0.00E+00
1.585E+02 8.882E-05 2.533E-13 0.00E+00
1.496E+02 9.991E-05 3.191E-13 0.00E+00
1.413E+02 1.124E-04 4.018E-13 0.00E+00
1.334E+02 1.265E-04 5.061E-13 0.00E+00
1.259E+02 1.424E-04 6.375E-13 0.00E+00
1.189E+02 1.604E-04 8.027E-13 0.00E+00
1.122E+02 1.807E-04 1.011E-12 0.00E+00
1.059E+02 2.036E-04 1.274E-12 0.00E+00
1.000E+02 2.297E-04 1.604E-12 0.00E+00
9.441E+01 2.591E-04 2.021E-12 5.27E-07
8.913E+01 2.925E-04 2.546E-12 5.86E-07
8.414E+01 3.301E-04 3.207E-12 6.51E-07
7.943E+01 3.730E-04 4.040E-12 7.22E-07
7.499E+01 4.216E-04 5.087E-12 7.99E-07
7.079E+01 4.768E-04 6.406E-12 8.83E-07
6.683E+01 5.391E-04 8.067E-12 9.73E-07
6.310E+01 6.101E-04 1.015E-11 1.07E-06
5.957E+01 6.902E-04 1.278E-11 1.18E-06
5.623E+01 7.810E-04 1.607E-11 1.29E-06
5.309E+01 8.826E-04 2.020E-11 1.41E-06
5.012E+01 9.975E-04 2.539E-11 1.53E-06
4.732E+01 1.127E-03 3.188E-11 1.67E-06
4.467E+01 1.271E-03 4.001E-11 1.81E-06
4.217E+01 1.434E-03 5.018E-11 1.96E-06
3.981E+01 1.614E-03 6.279E-11 2.12E-06
3.758E+01 1.814E-03 7.854E-11 2.29E-06
3.548E+01 2.027E-03 9.845E-11 2.48E-06
3.350E+01 2.270E-03 1.234E-10 2.68E-06
3.162E+01 2.556E-03 1.547E-10 2.89E-06
2.985E+01 2.885E-03 1.935E-10 3.10E-06
2.818E+01 3.256E-03 2.412E-10 3.32E-06
2.661E+01 3.682E-03 3.008E-10 3.55E-06
2.512E+01 4.173E-03 3.754E-10 3.79E-06
2.371E+01 4.723E-03 4.641E-10 4.05E-06
2.239E+01 5.364E-03 5.741E-10 4.32E-06
2.113E+01 6.104E-03 7.003E-10 4.59E-06
1.995E+01 6.993E-03 8.451E-10 4.87E-06
1.884E+01 7.790E-03 9.457E-10 5.24E-06
1.778E+01 7.837E-03 9.704E-10 5.91E-06
1.679E+01 7.142E-03 9.773E-10 6.87E-06
1.585E+01 6.108E-03 1.058E-09 8.12E-06
1.496E+01 5.178E-03 1.309E-09 9.70E-06
1.413E+01 4.656E-03 1.879E-09 1.18E-05
1.334E+01 5.554E-03 2.907E-09 1.38E-05
1.259E+01 7.325E-03 4.203E-09 1.49E-05
1.189E+01 9.736E-03 5.816E-09 1.52E-05
1.122E+01 1.266E-02 7.732E-09 1.51E-05
1.059E+01 1.674E-02 1.026E-08 1.47E-05
1.000E+01 2.040E-02 1.154E-08 1.51E-05
9.441E+00 2.289E-02 1.177E-08 1.60E-05
8.913E+00 1.710E-02 6.336E-09 1.89E-05
8.414E+00 1.106E-02 3.106E-09 2.24E-05
7.943E+00 5.129E-03 1.378E-09 2.65E-05
7.499E+00 2.272E-03 2.926E-09 3.17E-05
7.079E+00 1.784E-03 6.013E-09 3.72E-05
6.683E+00 1.764E-03 9.610E-09 4.30E-05
6.310E+00 1.751E-03 1.394E-08 4.91E-05
5.957E+00 1.711E-03 1.934E-08 5.59E-05
5.623E+00 1.682E-03 2.624E-08 6.34E-05
5.309E+00 1.680E-03 3.502E-08 7.19E-05
5.012E+00 1.701E-03 4.623E-08 8.13E-05
4.732E+00 1.743E-03 6.039E-08 9.18E-05
4.467E+00 1.798E-03 7.837E-08 1.04E-04
4.217E+00 1.865E-03 1.010E-07 1.17E-04
3.981E+00 1.932E-03 1.297E-07 1.32E-04
3.758E+00 2.000E-03 1.659E-07 1.48E-04
3.548E+00 2.072E-03 2.117E-07 1.67E-04
3.350E+00 2.145E-03 2.693E-07 1.87E-04
3.162E+00 2.212E-03 3.420E-07 2.10E-04
2.985E+00 2.287E-03 4.340E-07 2.37E-04
2.818E+00 2.370E-03 5.503E-07 2.66E-04
2.661E+00 2.460E-03 6.971E-07 2.99E-04
2.512E+00 2.556E-03 8.820E-07 3.35E-04
2.371E+00 2.662E-03 1.115E-06 3.77E-04
2.239E+00 2.774E-03 1.409E-06 4.23E-04
2.113E+00 2.893E-03 1.778E-06 4.75E-04
1.995E+00 3.021E-03 2.243E-06 5.33E-04
1.884E+00 3.158E-03 2.829E-06 5.98E-04
1.778E+00 3.304E-03 3.567E-06 6.71E-04
1.679E+00 3.468E-03 4.496E-06 7.53E-04
1.585E+00 3.643E-03 5.667E-06 8.45E-04
1.496E+00 3.827E-03 7.141E-06 9.49E-04
1.413E+00 4.022E-03 8.994E-06 1.06E-03
1.334E+00 4.228E-03 1.133E-05 1.19E-03
1.259E+00 4.446E-03 1.426E-05 1.34E-03
1.189E+00 4.691E-03 1.796E-05 1.50E-03
1.122E+00 4.952E-03 2.262E-05 1.69E-03
1.059E+00 5.230E-03 2.848E-05 1.89E-03
1.000E+00 5.524E-03 3.586E-05 2.12E-03
9.441E-01 5.840E-03 4.515E-05 2.38E-03
8.913E-01 6.173E-03 5.685E-05 2.67E-03
8.414E-01 6.523E-03 7.162E-05 3.00E-03
7.943E-01 6.894E-03 9.024E-05 3.36E-03
7.499E-01 7.288E-03 1.137E-04 3.77E-03
7.079E-01 7.705E-03 1.433E-04 4.23E-03
6.683E-01 8.146E-03 1.807E-04 4.75E-03
6.310E-01 8.619E-03 2.279E-04 5.33E-03
5.957E-01 9.123E-03 2.876E-04 5.98E-03
5.623E-01 9.658E-03 3.632E-04 6.71E-03
5.309E-01 1.023E-02 4.589E-04 7.54E-03
5.012E-01 1.084E-02 5.803E-04 8.46E-03
4.732E-01 1.148E-02 7.346E-04 9.49E-03
4.467E-01 1.216E-02 9.310E-04 1.07E-02
4.217E-01 1.289E-02 1.181E-03 1.20E-02
3.981E-01 1.365E-02 1.500E-03 1.34E-02
3.758E-01 1.445E-02 1.908E-03 1.51E-02
3.548E-01 1.530E-02 2.431E-03 1.70E-02
3.350E-01 1.619E-02 3.105E-03 1.91E-02
3.162E-01 1.712E-02 3.978E-03 2.15E-02
2.985E-01 1.809E-02 5.111E-03 2.42E-02
2.818E-01 1.911E-02 6.590E-03 2.72E-02
2.661E-01 2.016E-02 8.538E-03 3.07E-02
2.512E-01 2.118E-02 1.114E-02 3.46E-02
2.371E-01 2.224E-02 1.463E-02 3.92E-02
2.239E-01 2.333E-02 1.948E-02 4.45E-02
2.113E-01 2.929E-02 2.642E-02 5.08E-02
1.995E-01 4.373E-02 3.615E-02 5.81E-02
1.884E-01 6.990E-02 4.995E-02 6.69E-02
1.778E-01 1.140E-01 6.977E-02 7.75E-02
1.679E-01 1.906E-01 9.851E-02 9.03E-02
1.585E-01 3.256E-01 1.394E-01 1.05E-01
1.496E-01 5.405E-01 1.897E-01 1.17E-01
1.413E-01 7.596E-01 2.321E-01 1.23E-01
1.334E-01 9.079E-01 2.776E-01 1.32E-01
1.259E-01 1.059E+00 3.363E-01 1.44E-01
1.189E-01 1.214E+00 4.064E-01 1.57E-01
1.122E-01 1.367E+00 4.871E-01 1.71E-01
1.059E-01 1.514E+00 5.784E-01 1.85E-01
1.000E-01 1.621E+00 6.382E-01 1.97E-01
9.441E-02 1.649E+00 6.587E-01 2.18E-01
8.913E-02 1.608E+00 6.192E-01 2.47E-01
8.414E-02 1.612E+00 6.738E-01 2.83E-01
7.943E-02 1.616E+00 7.152E-01 3.17E-01
7.499E-02 1.587E+00 7.299E-01 3.56E-01
7.079E-02 1.511E+00 7.209E-01 3.94E-01
6.683E-02 1.380E+00 7.034E-01 4.25E-01
6.310E-02 1.152E+00 6.448E-01 4.44E-01
5.957E-02 8.747E-01 4.783E-01 4.65E-01
5.623E-02 8.213E-01 3.372E-01 5.13E-01
5.309E-02 8.062E-01 2.982E-01 5.59E-01
5.012E-02 7.918E-01 2.761E-01 6.01E-01
4.732E-02 7.768E-01 2.628E-01 6.40E-01
4.467E-02 7.610E-01 2.539E-01 6.76E-01
4.217E-02 7.438E-01 2.476E-01 7.08E-01
3.981E-02 7.254E-01 2.424E-01 7.36E-01
3.758E-02 7.057E-01 2.378E-01 7.60E-01
3.548E-02 6.847E-01 2.334E-01 7.81E-01
3.350E-02 6.628E-01 2.289E-01 8.00E-01
3.162E-02 6.400E-01 2.239E-01 8.15E-01
2.985E-02 6.163E-01 2.182E-01 8.29E-01
2.818E-02 5.922E-01 2.116E-01 8.43E-01
2.661E-02 5.682E-01 2.041E-01 8.56E-01
2.512E-02 5.436E-01 1.949E-01 8.70E-01
2.371E-02 5.192E-01 1.834E-01 8.83E-01
2.239E-02 5.085E-01 1.749E-01 8.95E-01
2.113E-02 4.901E-01 1.673E-01 9.03E-01
1.995E-02 4.727E-01 1.556E-01 9.11E-01
1.884E-02 4.868E-01 1.532E-01 9.18E-01
1.778E-02 4.658E-01 1.537E-01 9.26E-01
1.679E-02 4.472E-01 1.485E-01 9.34E-01
1.585E-02 4.294E-01 1.419E-01 9.39E-01
1.496E-02 4.118E-01 1.348E-01 9.44E-01
1.413E-02 3.937E-01 1.261E-01 9.49E-01
1.334E-02 3.906E-01 1.165E-01 9.55E-01
1.259E-02 3.837E-01 1.154E-01 9.58E-01
1.189E-02 3.633E-01 1.115E-01 9.62E-01
1.122E-02 3.428E-01 9.876E-02 9.66E-01
1.059E-02 3.999E-01 9.262E-02 9.69E-01
1.000E-02 3.766E-01 1.072E-01 9.71E-01
9.441E-03 3.539E-01 1.070E-01 9.74E-01
8.913E-03 3.312E-01 1.031E-01 9.76E-01
8.414E-03 3.087E-01 9.776E-02 9.79E-01
7.943E-03 2.867E-01 9.143E-02 9.81E-01
7.499E-03 2.655E-01 8.271E-02 9.82E-01
7.079E-03 2.641E-01 8.215E-02 9.84E-01
6.683E-03 2.435E-01 7.802E-02 9.86E-01
6.310E-03 2.238E-01 7.306E-02 9.87E-01
5.957E-03 2.053E-01 6.793E-02 9.88E-01
5.623E-03 1.873E-01 6.271E-02 9.89E-01
5.309E-03 1.706E-01 5.757E-02 9.90E-01
5.012E-03 1.551E-01 5.265E-02 9.91E-01
4.732E-03 1.406E-01 4.800E-02 9.92E-01
4.467E-03 1.270E-01 4.358E-02 9.93E-01
4.217E-03 1.145E-01 3.941E-02 9.93E-01
3.981E-03 1.029E-01 3.553E-02 9.94E-01
3.758E-03 9.218E-02 3.189E-02 9.95E-01
3.548E-03 8.235E-02 2.848E-02 9.95E-01
3.350E-03 7.336E-02 2.533E-02 9.96E-01
3.162E-03 6.521E-02 2.240E-02 9.96E-01
2.985E-03 5.794E-02 1.975E-02 9.96E-01
2.818E-03 5.108E-02 1.713E-02 9.97E-01
2.661E-03 4.473E-02 1.462E-02 9.97E-01
2.512E-03 3.928E-02 1.191E-02 9.97E-01
2.371E-03 3.445E-02 7.032E-03 9.98E-01
2.239E-03 7.960E-02 9.873E-03 9.98E-01
2.113E-03 7.139E-02 1.012E-02 9.98E-01
1.995E-03 6.352E-02 9.697E-03 9.98E-01
1.884E-03 5.621E-02 8.717E-03 9.98E-01
1.778E-03 4.948E-02 7.461E-03 9.99E-01
1.679E-03 4.336E-02 4.626E-03 9.99E-01
1.585E-03 6.845E-02 7.151E-03 9.99E-01
1.496E-03 6.014E-02 6.686E-03 9.99E-01
1.413E-03 5.846E-02 6.829E-03 9.99E-01
1.334E-03 5.141E-02 6.463E-03 9.99E-01
1.259E-03 4.506E-02 5.957E-03 9.99E-01
1.189E-03 3.939E-02 5.442E-03 9.99E-01
1.122E-03 3.416E-02 4.919E-03 9.99E-01
1.059E-03 2.956E-02 4.407E-03 9.99E-01
1.000E-03 2.547E-02 3.863E-03 9.99E-01

2.5119E-02 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.466E-06 1.005E-15 0.00E+00
9.441E+02 3.889E-06 1.265E-15 0.00E+00
8.913E+02 4.364E-06 1.593E-15 0.00E+00
8.414E+02 4.897E-06 2.006E-15 0.00E+00
7.943E+02 5.495E-06 2.525E-15 0.00E+00
7.499E+02 6.167E-06 3.179E-15 0.00E+00
7.079E+02 6.920E-06 4.002E-15 0.00E+00
6.683E+02 7.765E-06 5.038E-15 0.00E+00
6.310E+02 8.713E-06 6.343E-15 0.00E+00
5.957E+02 9.778E-06 7.985E-15 0.00E+00
5.623E+02 1.097E-05 1.005E-14 0.00E+00
5.309E+02 1.231E-05 1.266E-14 0.00E+00
5.012E+02 1.382E-05 1.594E-14 0.00E+00
4.732E+02 1.551E-05 2.006E-14 0.00E+00
4.467E+02 1.741E-05 2.526E-14 0.00E+00
4.217E+02 1.954E-05 3.180E-14 0.00E+00
3.981E+02 2.193E-05 4.004E-14 0.00E+00
3.758E+02 2.462E-05 5.041E-14 0.00E+00
3.548E+02 2.763E-05 6.346E-14 0.00E+00
3.350E+02 3.101E-05 7.991E-14 0.00E+00
3.162E+02 3.481E-05 1.006E-13 0.00E+00
2.985E+02 3.908E-05 1.267E-13 0.00E+00
2.818E+02 4.389E-05 1.595E-13 0.00E+00
2.661E+02 4.930E-05 2.008E-13 0.00E+00
2.512E+02 5.537E-05 2.528E-13 0.00E+00
2.371E+02 6.218E-05 3.184E-13 0.00E+00
2.239E+02 6.984E-05 4.009E-13 0.00E+00
2.113E+02 7.846E-05 5.048E-13 0.00E+00
1.995E+02 8.814E-05 6.356E-13 0.00E+00
1.884E+02 9.906E-05 8.004E-13 0.00E+00
1.778E+02 1.113E-04 1.008E-12 0.00E+00
1.679E+02 1.252E-04 1.269E-12 0.00E+00
1.585E+02 1.408E-04 1.599E-12 0.00E+00
1.496E+02 1.583E-04 2.013E-12 5.49E-07
1.413E+02 1.781E-04 2.535E-12 6.14E-07
1.334E+02 2.005E-04 3.193E-12 6.87E-07
1.259E+02 2.257E-04 4.022E-12 7.68E-07
1.189E+02 2.543E-04 5.065E-12 8.57E-07
1.122E+02 2.864E-04 6.381E-12 9.57E-07
1.059E+02 3.227E-04 8.038E-12 1.07E-06
1.000E+02 3.641E-04 1.012E-11 1.19E-06
9.441E+01 4.107E-04 1.275E-11 1.32E-06
8.913E+01 4.635E-04 1.606E-11 1.47E-06
8.414E+01 5.231E-04 2.024E-11 1.64E-06
7.943E+01 5.911E-04 2.549E-11 1.81E-06
7.499E+01 6.682E-04 3.210E-11 2.01E-06
7.079E+01 7.557E-04 4.042E-11 2.22E-06
6.683E+01 8.545E-04 5.090E-11 2.45E-06
6.310E+01 9.670E-04 6.406E-11 2.69E-06
