Tue Sep  7 16:15:46 EDT 1999
Astronomical silicate, smoothed UV      
Computed by B.T.Draine (see Laor, A, & Draine, B.T. 1993 ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
9.441E-02 8.401E-01 1.286E+00 8.57E-01
8.913E-02 8.415E-01 1.276E+00 8.65E-01
8.414E-02 8.352E-01 1.278E+00 8.63E-01
7.943E-02 8.151E-01 1.294E+00 8.56E-01
7.499E-02 7.912E-01 1.311E+00 8.48E-01
7.079E-02 7.717E-01 1.324E+00 8.43E-01
6.683E-02 7.484E-01 1.340E+00 8.38E-01
6.310E-02 7.251E-01 1.354E+00 8.37E-01
5.957E-02 7.460E-01 1.322E+00 8.66E-01
5.623E-02 8.226E-01 1.237E+00 9.14E-01
5.309E-02 8.522E-01 1.202E+00 9.32E-01
5.012E-02 8.708E-01 1.180E+00 9.43E-01
4.732E-02 8.833E-01 1.164E+00 9.50E-01
4.467E-02 8.924E-01 1.152E+00 9.56E-01
4.217E-02 8.993E-01 1.142E+00 9.61E-01
3.981E-02 9.048E-01 1.134E+00 9.65E-01
3.758E-02 9.095E-01 1.127E+00 9.68E-01
3.548E-02 9.136E-01 1.120E+00 9.71E-01
3.350E-02 9.173E-01 1.114E+00 9.74E-01
3.162E-02 9.208E-01 1.108E+00 9.77E-01
2.985E-02 9.242E-01 1.103E+00 9.79E-01
2.818E-02 9.276E-01 1.097E+00 9.81E-01
2.661E-02 9.311E-01 1.091E+00 9.83E-01
2.512E-02 9.348E-01 1.086E+00 9.85E-01
2.371E-02 9.391E-01 1.079E+00 9.87E-01
2.239E-02 9.441E-01 1.072E+00 9.89E-01
2.113E-02 9.474E-01 1.067E+00 9.90E-01
1.995E-02 9.521E-01 1.061E+00 9.92E-01
1.884E-02 9.576E-01 1.055E+00 9.93E-01
1.778E-02 9.572E-01 1.054E+00 9.93E-01
1.679E-02 9.589E-01 1.051E+00 9.94E-01
1.585E-02 9.610E-01 1.047E+00 9.95E-01
1.496E-02 9.632E-01 1.044E+00 9.96E-01
1.413E-02 9.656E-01 1.040E+00 9.96E-01
1.334E-02 9.697E-01 1.035E+00 9.97E-01
1.259E-02 9.709E-01 1.033E+00 9.97E-01
1.189E-02 9.714E-01 1.031E+00 9.98E-01
1.122E-02 9.741E-01 1.027E+00 9.98E-01
1.059E-02 9.822E-01 1.019E+00 9.98E-01
1.000E-02 9.777E-01 1.024E+00 9.98E-01
9.441E-03 9.770E-01 1.024E+00 9.98E-01
8.913E-03 9.771E-01 1.023E+00 9.99E-01
8.414E-03 9.774E-01 1.022E+00 9.99E-01
7.943E-03 9.779E-01 1.020E+00 9.99E-01
7.499E-03 9.789E-01 1.018E+00 9.99E-01
7.079E-03 9.798E-01 1.017E+00 9.99E-01
6.683E-03 9.798E-01 1.016E+00 9.99E-01
6.310E-03 9.799E-01 1.016E+00 9.99E-01
5.957E-03 9.827E-01 1.017E+00 9.99E-01
5.623E-03 9.826E-01 1.017E+00 1.00E+00
5.309E-03 9.821E-01 1.018E+00 1.00E+00
5.012E-03 9.813E-01 1.019E+00 1.00E+00
4.732E-03 9.801E-01 1.020E+00 1.00E+00
4.467E-03 9.783E-01 1.022E+00 9.99E-01
4.217E-03 9.759E-01 1.024E+00 9.99E-01
3.981E-03 9.727E-01 1.027E+00 9.99E-01
3.758E-03 9.684E-01 1.031E+00 9.99E-01
3.548E-03 9.627E-01 1.037E+00 9.99E-01
3.350E-03 9.553E-01 1.044E+00 9.99E-01
3.162E-03 9.458E-01 1.054E+00 9.99E-01
2.985E-03 9.339E-01 1.066E+00 9.99E-01
2.818E-03 9.181E-01 1.081E+00 9.99E-01
2.661E-03 8.978E-01 1.101E+00 1.00E+00
2.512E-03 8.738E-01 1.125E+00 1.00E+00
2.371E-03 8.456E-01 1.150E+00 1.00E+00
2.239E-03 9.657E-01 1.032E+00 1.00E+00
2.113E-03 9.578E-01 1.040E+00 1.00E+00
1.995E-03 9.473E-01 1.051E+00 1.00E+00
1.884E-03 9.338E-01 1.064E+00 1.00E+00
1.778E-03 9.165E-01 1.080E+00 1.00E+00
1.679E-03 8.948E-01 1.097E+00 1.00E+00
1.585E-03 9.552E-01 1.041E+00 1.00E+00
1.496E-03 9.424E-01 1.054E+00 1.00E+00
1.413E-03 9.393E-01 1.057E+00 1.00E+00
1.334E-03 9.227E-01 1.073E+00 1.00E+00
1.259E-03 9.019E-01 1.093E+00 1.00E+00
1.189E-03 8.764E-01 1.117E+00 1.00E+00
1.122E-03 8.447E-01 1.147E+00 1.00E+00
1.059E-03 8.078E-01 1.182E+00 1.00E+00
1.000E-03 7.651E-01 1.222E+00 1.00E+00

1.5849E+00 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 2.188E-04 1.593E-08 5.01E-05
9.441E+02 2.455E-04 2.006E-08 5.62E-05
8.913E+02 2.755E-04 2.525E-08 6.30E-05
8.414E+02 3.091E-04 3.179E-08 7.07E-05
7.943E+02 3.469E-04 4.002E-08 7.93E-05
7.499E+02 3.893E-04 5.039E-08 8.90E-05
7.079E+02 4.369E-04 6.343E-08 9.99E-05
6.683E+02 4.903E-04 7.986E-08 1.12E-04
6.310E+02 5.502E-04 1.005E-07 1.26E-04
5.957E+02 6.175E-04 1.266E-07 1.41E-04
5.623E+02 6.930E-04 1.594E-07 1.58E-04
5.309E+02 7.778E-04 2.007E-07 1.77E-04
5.012E+02 8.730E-04 2.527E-07 1.99E-04
4.732E+02 9.799E-04 3.181E-07 2.23E-04
4.467E+02 1.100E-03 4.005E-07 2.51E-04
4.217E+02 1.235E-03 5.043E-07 2.81E-04
3.981E+02 1.387E-03 6.349E-07 3.15E-04
3.758E+02 1.557E-03 7.994E-07 3.54E-04
3.548E+02 1.748E-03 1.007E-06 3.97E-04
3.350E+02 1.962E-03 1.267E-06 4.45E-04
3.162E+02 2.203E-03 1.596E-06 4.99E-04
2.985E+02 2.475E-03 2.010E-06 5.59E-04
2.818E+02 2.780E-03 2.530E-06 6.27E-04
2.661E+02 3.124E-03 3.186E-06 7.03E-04
2.512E+02 3.511E-03 4.013E-06 7.88E-04
2.371E+02 3.946E-03 5.053E-06 8.84E-04
2.239E+02 4.435E-03 6.364E-06 9.90E-04
2.113E+02 4.985E-03 8.015E-06 1.11E-03
1.995E+02 5.605E-03 1.010E-05 1.24E-03
1.884E+02 6.305E-03 1.272E-05 1.39E-03
1.778E+02 7.095E-03 1.602E-05 1.56E-03
1.679E+02 7.986E-03 2.018E-05 1.75E-03
1.585E+02 8.993E-03 2.542E-05 1.96E-03
1.496E+02 1.013E-02 3.203E-05 2.19E-03
1.413E+02 1.142E-02 4.035E-05 2.45E-03
1.334E+02 1.287E-02 5.085E-05 2.74E-03
1.259E+02 1.452E-02 6.408E-05 3.06E-03
1.189E+02 1.639E-02 8.075E-05 3.42E-03
1.122E+02 1.851E-02 1.018E-04 3.82E-03
1.059E+02 2.092E-02 1.283E-04 4.26E-03
1.000E+02 2.367E-02 1.618E-04 4.74E-03
9.441E+01 2.680E-02 2.040E-04 5.28E-03
8.913E+01 3.036E-02 2.573E-04 5.87E-03
8.414E+01 3.441E-02 3.245E-04 6.53E-03
7.943E+01 3.907E-02 4.093E-04 7.23E-03
7.499E+01 4.439E-02 5.163E-04 8.01E-03
7.079E+01 5.048E-02 6.513E-04 8.84E-03
6.683E+01 5.741E-02 8.217E-04 9.75E-03
6.310E+01 6.539E-02 1.036E-03 1.07E-02
5.957E+01 7.449E-02 1.307E-03 1.18E-02
5.623E+01 8.489E-02 1.649E-03 1.29E-02
5.309E+01 9.670E-02 2.079E-03 1.40E-02
5.012E+01 1.102E-01 2.620E-03 1.53E-02
4.732E+01 1.255E-01 3.302E-03 1.66E-02
4.467E+01 1.429E-01 4.160E-03 1.79E-02
4.217E+01 1.627E-01 5.239E-03 1.94E-02
3.981E+01 1.849E-01 6.583E-03 2.09E-02
3.758E+01 2.099E-01 8.273E-03 2.25E-02
3.548E+01 2.373E-01 1.042E-02 2.43E-02
3.350E+01 2.688E-01 1.314E-02 2.62E-02
3.162E+01 3.061E-01 1.655E-02 2.80E-02
2.985E+01 3.494E-01 2.082E-02 2.99E-02
2.818E+01 3.983E-01 2.608E-02 3.19E-02
2.661E+01 4.547E-01 3.266E-02 3.40E-02
2.512E+01 5.198E-01 4.091E-02 3.62E-02
2.371E+01 5.914E-01 5.062E-02 3.86E-02
2.239E+01 6.737E-01 6.251E-02 4.12E-02
2.113E+01 7.640E-01 7.570E-02 4.40E-02
1.995E+01 8.647E-01 8.997E-02 4.71E-02
1.884E+01 9.375E-01 9.773E-02 5.15E-02
1.778E+01 9.248E-01 9.738E-02 5.89E-02
1.679E+01 8.460E-01 9.670E-02 6.90E-02
1.585E+01 7.479E-01 1.053E-01 8.18E-02
1.496E+01 6.741E-01 1.333E-01 9.79E-02
1.413E+01 6.690E-01 1.990E-01 1.20E-01
1.334E+01 8.683E-01 3.115E-01 1.41E-01
1.259E+01 1.146E+00 4.299E-01 1.52E-01
1.189E+01 1.397E+00 5.354E-01 1.54E-01
1.122E+01 1.570E+00 6.079E-01 1.59E-01
1.059E+01 1.682E+00 6.449E-01 1.66E-01
1.000E+01 1.650E+00 5.695E-01 1.86E-01
9.441E+00 1.533E+00 4.619E-01 2.10E-01
8.913E+00 1.176E+00 2.483E-01 2.39E-01
8.414E+00 8.778E-01 1.352E-01 2.69E-01
7.943E+00 5.018E-01 7.104E-02 2.99E-01
7.499E+00 2.771E-01 1.721E-01 3.48E-01
7.079E+00 2.504E-01 3.554E-01 4.16E-01
6.683E+00 2.759E-01 5.444E-01 4.89E-01
6.310E+00 3.052E-01 7.564E-01 5.57E-01
5.957E+00 3.324E-01 1.019E+00 6.07E-01
5.623E+00 3.560E-01 1.342E+00 6.28E-01
5.309E+00 3.673E-01 1.677E+00 6.25E-01
5.012E+00 3.667E-01 1.952E+00 6.16E-01
4.732E+00 3.716E-01 2.157E+00 6.21E-01
4.467E+00 4.013E-01 2.375E+00 6.46E-01
4.217E+00 4.597E-01 2.693E+00 6.85E-01
3.981E+00 5.092E-01 3.080E+00 7.16E-01
3.758E+00 5.071E-01 3.296E+00 7.20E-01
3.548E+00 4.922E-01 3.291E+00 7.07E-01
3.350E+00 5.242E-01 3.301E+00 6.95E-01
3.162E+00 6.043E-01 3.533E+00 7.09E-01
2.985E+00 6.059E-01 3.630E+00 7.27E-01
2.818E+00 5.731E-01 3.332E+00 7.18E-01
2.661E+00 6.337E-01 3.074E+00 6.84E-01
2.512E+00 7.082E-01 3.103E+00 6.81E-01
2.371E+00 6.381E-01 2.729E+00 6.74E-01
2.239E+00 6.932E-01 2.238E+00 6.24E-01
2.113E+00 7.698E-01 2.116E+00 6.07E-01
1.995E+00 6.885E-01 1.750E+00 5.69E-01
1.884E+00 8.200E-01 1.442E+00 5.11E-01
1.778E+00 7.623E-01 1.398E+00 5.45E-01
1.679E+00 8.073E-01 1.216E+00 5.26E-01
1.585E+00 8.062E-01 1.384E+00 6.26E-01
1.496E+00 8.415E-01 1.436E+00 6.91E-01
1.413E+00 8.324E-01 1.738E+00 7.52E-01
1.334E+00 8.545E-01 1.825E+00 8.17E-01
1.259E+00 8.282E-01 1.992E+00 8.31E-01
1.189E+00 8.440E-01 1.983E+00 8.47E-01
1.122E+00 8.451E-01 1.820E+00 8.46E-01
1.059E+00 8.487E-01 1.619E+00 8.30E-01
1.000E+00 8.594E-01 1.438E+00 8.10E-01
9.441E-01 8.773E-01 1.333E+00 7.99E-01
8.913E-01 8.938E-01 1.348E+00 8.15E-01
8.414E-01 9.063E-01 1.471E+00 8.35E-01
7.943E-01 9.186E-01 1.586E+00 8.53E-01
7.499E-01 9.315E-01 1.580E+00 8.64E-01
7.079E-01 9.396E-01 1.443E+00 8.65E-01
6.683E-01 9.411E-01 1.295E+00 8.61E-01
6.310E-01 9.387E-01 1.267E+00 8.68E-01
5.957E-01 9.502E-01 1.358E+00 8.86E-01
5.623E-01 9.610E-01 1.423E+00 8.96E-01
5.309E-01 9.569E-01 1.329E+00 8.92E-01
5.012E-01 9.680E-01 1.232E+00 8.88E-01
4.732E-01 9.744E-01 1.271E+00 8.97E-01
4.467E-01 9.741E-01 1.323E+00 9.07E-01
4.217E-01 9.763E-01 1.240E+00 9.05E-01
3.981E-01 9.787E-01 1.219E+00 9.08E-01
3.758E-01 9.804E-01 1.272E+00 9.14E-01
3.548E-01 9.835E-01 1.207E+00 9.12E-01
3.350E-01 9.810E-01 1.226E+00 9.16E-01
3.162E-01 9.813E-01 1.216E+00 9.17E-01
2.985E-01 9.788E-01 1.207E+00 9.17E-01
2.818E-01 9.764E-01 1.200E+00 9.18E-01
2.661E-01 9.722E-01 1.212E+00 9.19E-01
2.512E-01 9.681E-01 1.190E+00 9.17E-01
2.371E-01 9.628E-01 1.190E+00 9.16E-01
2.239E-01 9.562E-01 1.193E+00 9.14E-01
2.113E-01 9.526E-01 1.192E+00 9.12E-01
1.995E-01 9.446E-01 1.199E+00 9.09E-01
1.884E-01 9.335E-01 1.204E+00 9.04E-01
1.778E-01 9.211E-01 1.211E+00 8.97E-01
1.679E-01 9.074E-01 1.220E+00 8.89E-01
1.585E-01 8.926E-01 1.231E+00 8.80E-01
1.496E-01 8.797E-01 1.241E+00 8.73E-01
1.413E-01 8.756E-01 1.242E+00 8.73E-01
1.334E-01 8.736E-01 1.240E+00 8.75E-01
1.259E-01 8.687E-01 1.241E+00 8.74E-01
1.189E-01 8.620E-01 1.245E+00 8.72E-01
1.122E-01 8.530E-01 1.250E+00 8.69E-01
1.059E-01 8.402E-01 1.260E+00 8.63E-01
1.000E-01 8.267E-01 1.270E+00 8.58E-01
9.441E-02 8.187E-01 1.274E+00 8.57E-01
8.913E-02 8.219E-01 1.265E+00 8.65E-01
8.414E-02 8.166E-01 1.267E+00 8.63E-01
7.943E-02 7.980E-01 1.282E+00 8.55E-01
7.499E-02 7.761E-01 1.300E+00 8.47E-01
7.079E-02 7.588E-01 1.312E+00 8.43E-01
6.683E-02 7.378E-01 1.328E+00 8.37E-01
6.310E-02 7.171E-01 1.343E+00 8.36E-01
5.957E-02 7.405E-01 1.312E+00 8.65E-01
5.623E-02 8.172E-01 1.229E+00 9.14E-01
5.309E-02 8.469E-01 1.196E+00 9.32E-01
5.012E-02 8.658E-01 1.175E+00 9.43E-01
4.732E-02 8.785E-01 1.160E+00 9.51E-01
4.467E-02 8.878E-01 1.148E+00 9.56E-01
4.217E-02 8.950E-01 1.139E+00 9.61E-01
3.981E-02 9.010E-01 1.131E+00 9.65E-01
3.758E-02 9.060E-01 1.124E+00 9.68E-01
3.548E-02 9.105E-01 1.118E+00 9.71E-01
3.350E-02 9.146E-01 1.112E+00 9.74E-01
3.162E-02 9.185E-01 1.106E+00 9.77E-01
2.985E-02 9.222E-01 1.101E+00 9.79E-01
2.818E-02 9.260E-01 1.095E+00 9.81E-01
2.661E-02 9.298E-01 1.090E+00 9.83E-01
2.512E-02 9.338E-01 1.084E+00 9.85E-01
2.371E-02 9.384E-01 1.078E+00 9.87E-01
2.239E-02 9.435E-01 1.072E+00 9.89E-01
2.113E-02 9.471E-01 1.067E+00 9.91E-01
1.995E-02 9.519E-01 1.061E+00 9.92E-01
1.884E-02 9.572E-01 1.055E+00 9.93E-01
1.778E-02 9.572E-01 1.054E+00 9.94E-01
1.679E-02 9.591E-01 1.051E+00 9.94E-01
1.585E-02 9.614E-01 1.048E+00 9.95E-01
1.496E-02 9.638E-01 1.044E+00 9.96E-01
1.413E-02 9.664E-01 1.041E+00 9.96E-01
1.334E-02 9.704E-01 1.036E+00 9.97E-01
1.259E-02 9.717E-01 1.034E+00 9.97E-01
1.189E-02 9.725E-01 1.033E+00 9.98E-01
1.122E-02 9.753E-01 1.029E+00 9.98E-01
1.059E-02 9.826E-01 1.021E+00 9.99E-01
1.000E-02 9.786E-01 1.025E+00 9.98E-01
9.441E-03 9.791E-01 1.021E+00 9.99E-01
8.913E-03 9.799E-01 1.020E+00 9.99E-01
8.414E-03 9.808E-01 1.019E+00 9.99E-01
7.943E-03 9.819E-01 1.018E+00 9.99E-01
7.499E-03 9.833E-01 1.017E+00 9.99E-01
7.079E-03 9.842E-01 1.016E+00 9.99E-01
6.683E-03 9.848E-01 1.015E+00 9.99E-01
6.310E-03 9.853E-01 1.015E+00 9.99E-01
5.957E-03 9.859E-01 1.014E+00 1.00E+00
5.623E-03 9.863E-01 1.014E+00 1.00E+00
5.309E-03 9.865E-01 1.013E+00 1.00E+00
5.012E-03 9.865E-01 1.013E+00 1.00E+00
4.732E-03 9.862E-01 1.014E+00 1.00E+00
4.467E-03 9.857E-01 1.014E+00 1.00E+00
4.217E-03 9.849E-01 1.015E+00 1.00E+00
3.981E-03 9.838E-01 1.016E+00 1.00E+00
3.758E-03 9.822E-01 1.018E+00 9.99E-01
3.548E-03 9.802E-01 1.020E+00 9.99E-01
3.350E-03 9.774E-01 1.023E+00 9.99E-01
3.162E-03 9.738E-01 1.026E+00 9.99E-01
2.985E-03 9.691E-01 1.031E+00 9.99E-01
2.818E-03 9.627E-01 1.037E+00 1.00E+00
2.661E-03 9.539E-01 1.046E+00 1.00E+00
2.512E-03 9.426E-01 1.057E+00 1.00E+00
2.371E-03 9.283E-01 1.071E+00 1.00E+00
2.239E-03 9.850E-01 1.015E+00 1.00E+00
2.113E-03 9.818E-01 1.018E+00 1.00E+00
1.995E-03 9.775E-01 1.022E+00 1.00E+00
1.884E-03 9.719E-01 1.028E+00 1.00E+00
1.778E-03 9.643E-01 1.035E+00 1.00E+00
1.679E-03 9.544E-01 1.044E+00 1.00E+00
1.585E-03 9.814E-01 1.018E+00 1.00E+00
1.496E-03 9.760E-01 1.023E+00 1.00E+00
1.413E-03 9.747E-01 1.025E+00 1.00E+00
1.334E-03 9.675E-01 1.032E+00 1.00E+00
1.259E-03 9.579E-01 1.041E+00 1.00E+00
1.189E-03 9.454E-01 1.053E+00 1.00E+00
1.122E-03 9.286E-01 1.070E+00 1.00E+00
1.059E-03 9.071E-01 1.091E+00 1.00E+00
1.000E-03 8.799E-01 1.118E+00 1.00E+00

2.5119E+00 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.469E-04 1.005E-07 1.26E-04
9.441E+02 3.893E-04 1.266E-07 1.41E-04
8.913E+02 4.369E-04 1.594E-07 1.58E-04
8.414E+02 4.903E-04 2.006E-07 1.78E-04
7.943E+02 5.502E-04 2.526E-07 1.99E-04
7.499E+02 6.175E-04 3.180E-07 2.24E-04
7.079E+02 6.931E-04 4.003E-07 2.51E-04
6.683E+02 7.779E-04 5.040E-07 2.81E-04
6.310E+02 8.731E-04 6.346E-07 3.16E-04
5.957E+02 9.800E-04 7.990E-07 3.54E-04
5.623E+02 1.100E-03 1.006E-06 3.97E-04
5.309E+02 1.235E-03 1.267E-06 4.46E-04
5.012E+02 1.386E-03 1.595E-06 5.00E-04
4.732E+02 1.556E-03 2.008E-06 5.61E-04
4.467E+02 1.748E-03 2.529E-06 6.30E-04
4.217E+02 1.963E-03 3.184E-06 7.06E-04
3.981E+02 2.204E-03 4.009E-06 7.92E-04
3.758E+02 2.476E-03 5.049E-06 8.88E-04
3.548E+02 2.781E-03 6.357E-06 9.96E-04
3.350E+02 3.123E-03 8.006E-06 1.12E-03
3.162E+02 3.509E-03 1.008E-05 1.25E-03
2.985E+02 3.943E-03 1.270E-05 1.41E-03
2.818E+02 4.433E-03 1.599E-05 1.58E-03
2.661E+02 4.985E-03 2.014E-05 1.77E-03
2.512E+02 5.606E-03 2.537E-05 1.98E-03
2.371E+02 6.306E-03 3.196E-05 2.22E-03
2.239E+02 7.095E-03 4.026E-05 2.49E-03
2.113E+02 7.985E-03 5.071E-05 2.79E-03
1.995E+02 8.990E-03 6.390E-05 3.13E-03
1.884E+02 1.013E-02 8.052E-05 3.50E-03
1.778E+02 1.141E-02 1.015E-04 3.93E-03
1.679E+02 1.287E-02 1.279E-04 4.40E-03
1.585E+02 1.452E-02 1.612E-04 4.92E-03
1.496E+02 1.639E-02 2.032E-04 5.51E-03
1.413E+02 1.852E-02 2.562E-04 6.17E-03
1.334E+02 2.094E-02 3.231E-04 6.90E-03
1.259E+02 2.369E-02 4.076E-04 7.71E-03
1.189E+02 2.685E-02 5.141E-04 8.61E-03
1.122E+02 3.043E-02 6.488E-04 9.62E-03
1.059E+02 3.454E-02 8.190E-04 1.07E-02
1.000E+02 3.927E-02 1.034E-03 1.20E-02
9.441E+01 4.468E-02 1.305E-03 1.33E-02
8.913E+01 5.091E-02 1.649E-03 1.48E-02
8.414E+01 5.807E-02 2.084E-03 1.65E-02
7.943E+01 6.637E-02 2.634E-03 1.83E-02
7.499E+01 7.597E-02 3.330E-03 2.02E-02
7.079E+01 8.709E-02 4.212E-03 2.23E-02
6.683E+01 9.993E-02 5.329E-03 2.46E-02
6.310E+01 1.149E-01 6.742E-03 2.70E-02
5.957E+01 1.321E-01 8.534E-03 2.96E-02
5.623E+01 1.522E-01 1.080E-02 3.23E-02
5.309E+01 1.752E-01 1.368E-02 3.52E-02
5.012E+01 2.019E-01 1.731E-02 3.82E-02
4.732E+01 2.326E-01 2.191E-02 4.13E-02
4.467E+01 2.680E-01 2.773E-02 4.46E-02
4.217E+01 3.086E-01 3.509E-02 4.80E-02
3.981E+01 3.546E-01 4.430E-02 5.15E-02
3.758E+01 4.068E-01 5.590E-02 5.53E-02
3.548E+01 4.654E-01 7.073E-02 5.95E-02
3.350E+01 5.330E-01 8.942E-02 6.38E-02
3.162E+01 6.120E-01 1.128E-01 6.81E-02
2.985E+01 7.020E-01 1.417E-01 7.24E-02
2.818E+01 8.010E-01 1.766E-01 7.72E-02
2.661E+01 9.109E-01 2.189E-01 8.23E-02
2.512E+01 1.031E+00 2.695E-01 8.79E-02
2.371E+01 1.151E+00 3.247E-01 9.46E-02
2.239E+01 1.274E+00 3.859E-01 1.02E-01
2.113E+01 1.385E+00 4.433E-01 1.11E-01
1.995E+01 1.481E+00 4.914E-01 1.22E-01
1.884E+01 1.508E+00 4.937E-01 1.38E-01
1.778E+01 1.443E+00 4.657E-01 1.61E-01
1.679E+01 1.331E+00 4.510E-01 1.90E-01
1.585E+01 1.226E+00 4.879E-01 2.28E-01
1.496E+01 1.179E+00 6.125E-01 2.77E-01
1.413E+01 1.276E+00 8.845E-01 3.41E-01
1.334E+01 1.546E+00 1.171E+00 3.73E-01
1.259E+01 1.641E+00 1.243E+00 3.74E-01
1.189E+01 1.646E+00 1.206E+00 3.88E-01
1.122E+01 1.643E+00 1.145E+00 4.20E-01
1.059E+01 1.651E+00 1.078E+00 4.60E-01
1.000E+01 1.624E+00 9.452E-01 5.05E-01
9.441E+00 1.536E+00 7.947E-01 5.40E-01
8.913E+00 1.291E+00 5.000E-01 5.74E-01
8.414E+00 1.070E+00 3.092E-01 6.19E-01
7.943E+00 7.136E-01 1.914E-01 6.67E-01
7.499E+00 4.621E-01 5.229E-01 6.98E-01
7.079E+00 4.356E-01 1.095E+00 6.88E-01
6.683E+00 4.679E-01 1.549E+00 6.95E-01
6.310E+00 5.155E-01 1.971E+00 7.24E-01
5.957E+00 5.533E-01 2.436E+00 7.49E-01
5.623E+00 5.523E-01 2.793E+00 7.49E-01
5.309E+00 5.511E-01 2.961E+00 7.37E-01
5.012E+00 6.059E-01 3.154E+00 7.34E-01
4.732E+00 6.596E-01 3.413E+00 7.49E-01
4.467E+00 6.360E-01 3.332E+00 7.49E-01
4.217E+00 6.676E-01 3.077E+00 7.26E-01
3.981E+00 7.673E-01 3.059E+00 7.12E-01
3.758E+00 7.173E-01 2.819E+00 7.07E-01
3.548E+00 7.369E-01 2.333E+00 6.70E-01
3.350E+00 8.463E-01 2.152E+00 6.46E-01
3.162E+00 7.565E-01 1.823E+00 6.12E-01
2.985E+00 8.545E-01 1.458E+00 5.49E-01
2.818E+00 8.272E-01 1.386E+00 5.72E-01
2.661E+00 8.413E-01 1.194E+00 5.46E-01
2.512E+00 8.565E-01 1.319E+00 6.32E-01
2.371E+00 8.724E-01 1.376E+00 6.96E-01
2.239E+00 8.712E-01 1.661E+00 7.55E-01
2.113E+00 8.918E-01 1.764E+00 8.19E-01
1.995E+00 8.635E-01 1.943E+00 8.34E-01
1.884E+00 8.711E-01 1.941E+00 8.52E-01
1.778E+00 8.705E-01 1.797E+00 8.50E-01
1.679E+00 8.702E-01 1.605E+00 8.35E-01
1.585E+00 8.795E-01 1.426E+00 8.16E-01
1.496E+00 8.933E-01 1.321E+00 8.04E-01
1.413E+00 9.073E-01 1.336E+00 8.18E-01
1.334E+00 9.177E-01 1.457E+00 8.38E-01
1.259E+00 9.280E-01 1.572E+00 8.55E-01
1.189E+00 9.404E-01 1.568E+00 8.66E-01
1.122E+00 9.483E-01 1.436E+00 8.67E-01
1.059E+00 9.501E-01 1.292E+00 8.64E-01
1.000E+00 9.473E-01 1.259E+00 8.70E-01
9.441E-01 9.564E-01 1.342E+00 8.87E-01
8.913E-01 9.683E-01 1.412E+00 8.98E-01
8.414E-01 9.626E-01 1.338E+00 8.95E-01
7.943E-01 9.756E-01 1.232E+00 8.92E-01
7.499E-01 9.759E-01 1.248E+00 8.97E-01
7.079E-01 9.778E-01 1.316E+00 9.08E-01
6.683E-01 9.834E-01 1.263E+00 9.10E-01
6.310E-01 9.860E-01 1.202E+00 9.09E-01
5.957E-01 9.861E-01 1.251E+00 9.16E-01
5.623E-01 9.862E-01 1.237E+00 9.18E-01
5.309E-01 9.884E-01 1.189E+00 9.17E-01
5.012E-01 9.872E-01 1.228E+00 9.22E-01
4.732E-01 9.867E-01 1.191E+00 9.22E-01
4.467E-01 9.845E-01 1.200E+00 9.24E-01
4.217E-01 9.825E-01 1.190E+00 9.25E-01
3.981E-01 9.801E-01 1.190E+00 9.26E-01
3.758E-01 9.767E-01 1.179E+00 9.26E-01
3.548E-01 9.735E-01 1.188E+00 9.27E-01
3.350E-01 9.697E-01 1.175E+00 9.26E-01
3.162E-01 9.656E-01 1.176E+00 9.26E-01
2.985E-01 9.611E-01 1.180E+00 9.26E-01
2.818E-01 9.565E-01 1.179E+00 9.25E-01
2.661E-01 9.515E-01 1.179E+00 9.24E-01
2.512E-01 9.461E-01 1.179E+00 9.23E-01
2.371E-01 9.402E-01 1.177E+00 9.21E-01
2.239E-01 9.335E-01 1.181E+00 9.18E-01
2.113E-01 9.258E-01 1.184E+00 9.15E-01
1.995E-01 9.169E-01 1.189E+00 9.10E-01
1.884E-01 9.071E-01 1.194E+00 9.04E-01
1.778E-01 8.962E-01 1.202E+00 8.98E-01
1.679E-01 8.838E-01 1.211E+00 8.90E-01
1.585E-01 8.700E-01 1.222E+00 8.81E-01
1.496E-01 8.580E-01 1.232E+00 8.73E-01
1.413E-01 8.546E-01 1.233E+00 8.73E-01
1.334E-01 8.534E-01 1.231E+00 8.75E-01
1.259E-01 8.495E-01 1.232E+00 8.74E-01
1.189E-01 8.436E-01 1.235E+00 8.72E-01
1.122E-01 8.354E-01 1.241E+00 8.68E-01
1.059E-01 8.234E-01 1.250E+00 8.62E-01
1.000E-01 8.109E-01 1.260E+00 8.57E-01
9.441E-02 8.041E-01 1.264E+00 8.57E-01
8.913E-02 8.086E-01 1.255E+00 8.65E-01
8.414E-02 8.040E-01 1.258E+00 8.63E-01
7.943E-02 7.866E-01 1.273E+00 8.55E-01
7.499E-02 7.661E-01 1.290E+00 8.46E-01
